Region,Technology,Mode_of_operation,Emission,Year,Value,,Unit,Source,Updated at,Updated by
World,PSNG_Rail_Conv,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,PSNG_Road_ICE,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,PSNG_Road_LNG,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,PSNG_Road_PHEV,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2018,-0.70,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2020,-0.70,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2025,-0.70,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2030,-0.70,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2035,-0.75,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2040,-0.80,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2045,-0.825,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2050,-0.85,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2055,-0.85,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Biomass_CCS,All,CO2,2060,-0.85,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2018,0.12,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2020,0.093,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2025,0.10,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2030,0.07,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2035,0.06,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2040,0.05,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2045,0.04,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2050,0.03,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2055,0.03,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; held at 2050 (post-horizon continuation); see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,All,CO2,2060,0.03,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; held at 2050 (post-horizon continuation); see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2018,0.12,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2020,0.12,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2025,0.12,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2030,0.08,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2035,0.065,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2040,0.05,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2045,0.04,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2050,0.03,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2055,0.03,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Coal_Lignite_CCS,All,CO2,2060,0.03,,Fraction,BD3 design 90%; NETL/IEAGHG high-capture trajectory; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCGT,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCGT_Residual,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2018,0.12,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2020,0.093,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2025,0.10,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2030,0.07,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2035,0.055,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2040,0.04,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2045,0.03,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2050,0.02,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2055,0.02,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; held at 2050 (post-horizon continuation); see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_CCS,All,CO2,2060,0.02,,Fraction,"NETL 2022 baseline update (95% base, 97-99% cases); IEAGHG 2019-02 (99% feasible); Petra Nova 92.4% realized operating; held at 2050 (post-horizon continuation); see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_Engines,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_OCGT,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Gas_Steam,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,2026-06-12,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_Oil,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_SOFC,1,CO2,All,1.0,,Fraction,natural-gas mode: all combustion CO2 to atmosphere,2026-07-04,Konstantin Loffler <kl@wip.tu-berlin.de>
World,P_SOFC,2,CO2,All,0.0,,Fraction,hydrogen mode: no direct CO2,2026-07-04,Konstantin Loffler <kl@wip.tu-berlin.de>
World,X_ATR_CCS,All,CO2,All,0.059,,Fraction,H21 North of England (2018) Section 3 Table 3.13,01.02.2024,Stian Backe <stian.backe@sintef.no>
World,X_DAC_HT,All,CO2,All,-1.0,,Fraction,CO2 removal from athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,X_DAC_LT,All,CO2,All,-1.0,,Fraction,CO2 removal from athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,X_SMR,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,Z_ETS_Buy,All,CO2,All,-1.0,,Fraction,Emissions trading system,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,Z_ETS_Sell,All,CO2,All,1.0,,Fraction,Emissions trading system,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
