Region,Technology,Fuel,Mode_of_operation,Year,Value,Unnamed: 6,Unit,Source,Updated at,Updated by
World,HHI_DRI_EAF,Gas_Natural,1,2035,2.234,,PJ,,,
World,HHI_DRI_EAF,Gas_Natural,1,2040,2.1752,,PJ,,,
World,HHI_DRI_EAF,Gas_Natural,1,2045,2.1164,,PJ,,,
World,HHI_DRI_EAF,Gas_Natural,1,2050,2.0576,,PJ,,,
World,HHI_DRI_EAF,Gas_Natural,1,2055,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Gas_Natural,1,2060,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,1,2018,0.4703,,PJ,,,
World,HHI_DRI_EAF,Power,1,2020,0.4591,,PJ,,,
World,HHI_DRI_EAF,Power,1,2025,0.4479,,PJ,,,
World,HHI_DRI_EAF,Power,1,2030,0.4367,,PJ,,,
World,HHI_DRI_EAF,Power,1,2035,0.4255,,PJ,,,
World,HHI_DRI_EAF,Power,1,2040,0.4143,,PJ,,,
World,HHI_DRI_EAF,Power,1,2045,0.4031,,PJ,,,
World,HHI_DRI_EAF,Power,1,2050,0.3919,,PJ,,,
World,HHI_DRI_EAF,Power,1,2055,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,1,2060,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Gas_Synth,2,2018,2.4691,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2020,2.4103,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2025,2.3516,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2030,2.2928,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2035,2.234,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2040,2.1752,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2045,2.1164,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2050,2.0576,,PJ,,,
World,HHI_DRI_EAF,Gas_Synth,2,2055,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Gas_Synth,2,2060,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,2,2018,0.4703,,PJ,,,
World,HHI_DRI_EAF,Power,2,2020,0.4591,,PJ,,,
World,HHI_DRI_EAF,Power,2,2025,0.4479,,PJ,,,
World,HHI_DRI_EAF,Power,2,2030,0.4367,,PJ,,,
World,HHI_DRI_EAF,Power,2,2035,0.4255,,PJ,,,
World,HHI_DRI_EAF,Power,2,2040,0.4143,,PJ,,,
World,HHI_DRI_EAF,Power,2,2045,0.4031,,PJ,,,
World,HHI_DRI_EAF,Power,2,2050,0.3919,,PJ,,,
World,HHI_DRI_EAF,Power,2,2055,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,2,2060,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Gas_Bio,3,2018,2.4691,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2020,2.4103,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2025,2.3516,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2030,2.2928,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2035,2.234,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2040,2.1752,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2045,2.1164,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2050,2.0576,,PJ,,,
World,HHI_DRI_EAF,Gas_Bio,3,2055,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Gas_Bio,3,2060,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,3,2018,0.4703,,PJ,,,
World,HHI_DRI_EAF,Power,3,2020,0.4591,,PJ,,,
World,HHI_DRI_EAF,Power,3,2025,0.4479,,PJ,,,
World,HHI_DRI_EAF,Power,3,2030,0.4367,,PJ,,,
World,HHI_DRI_EAF,Power,3,2035,0.4255,,PJ,,,
World,HHI_DRI_EAF,Power,3,2040,0.4143,,PJ,,,
World,HHI_DRI_EAF,Power,3,2045,0.4031,,PJ,,,
World,HHI_DRI_EAF,Power,3,2050,0.3919,,PJ,,,
World,HHI_DRI_EAF,Power,3,2055,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF,Power,3,2060,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2018,2.4691,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2020,2.4103,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2025,2.3516,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2030,2.2928,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2035,2.234,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2040,2.1752,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2045,2.1164,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2050,2.0576,,PJ,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2055,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2060,2.0576,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,Power,1,2018,0.4703,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2020,0.4591,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2025,0.4479,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2030,0.4367,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2035,0.4255,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2040,0.4143,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2045,0.4031,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2050,0.3919,,PJ,,,
World,HHI_DRI_EAF_CCS,Power,1,2055,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,Power,1,2060,0.3919,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_H2DRI_EAF,H2,1,2018,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2020,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2025,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2030,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2035,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2040,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2045,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2050,1.9694,,PJ,,,
World,HHI_H2DRI_EAF,H2,1,2055,1.9694,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_H2DRI_EAF,H2,1,2060,1.9694,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_H2DRI_EAF,Power,1,2018,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2020,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2025,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2030,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2035,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2040,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2045,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2050,0.97,,PJ,,,
World,HHI_H2DRI_EAF,Power,1,2055,0.97,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_H2DRI_EAF,Power,1,2060,0.97,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Molten_Electrolysis,Power,1,All,1.25,,PJ,,,
World,HHI_Scrap_EAF,Power,1,2018,1.6667,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2020,1.6406,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2025,1.5755,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2030,1.5104,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2035,1.4453,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2040,1.3802,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2045,1.3151,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2050,1.25,,PJ,Fraunhofer et al. (2016): Mapping and analyses of the current and future (2020 - 2030) heating/cooling fuel deployment (fossil/renewables),04.09.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2055,1.25,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HHI_Scrap_EAF,Power,1,2060,1.25,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2018,1.0989,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2020,1.0989,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2025,1.087,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2030,1.0753,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2035,1.0724,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2040,1.0695,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2045,1.0667,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2050,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler wood,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2055,1.0638,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Biomass,Biomass,1,2060,1.0638,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,X_Convert_HD,Heat_District,2,All,1.2048,,PJ,European Commission 2021: Overview of District Heating and Cooling Markets and Regulatory Frameworks under the Revised Renewable Energy Directive (avg losses 17%),23.07.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2018,1.0101,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2020,1.0101,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2025,1.005,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2030,1,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2035,1,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2040,1,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2045,1,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2050,1,,PJ,Energy Agency Denmark (2022): Electric boiler hot water,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2055,1,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Direct_Electric,Power,1,2060,1,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2018,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2020,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2025,1.0526,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2030,1.0417,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2035,1.0363,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2040,1.0309,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2045,1.0256,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2050,1.0204,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2055,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Natural,1,2060,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2018,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2020,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2025,1.0526,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2030,1.0417,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2035,1.0363,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2040,1.0309,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2045,1.0256,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2050,1.0204,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2055,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Bio,2,2060,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2018,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2020,1.0638,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2025,1.0526,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2030,1.0417,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2035,1.0363,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2040,1.0309,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2045,1.0256,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2050,1.0204,,PJ,Energy Agency Denmark (2022): Hot water boiler gas,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2055,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Gas_Boiler,Gas_Synth,3,2060,1.0204,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2018,1.1765,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2020,1.1765,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2025,1.1765,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2030,1.1765,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2035,1.1594,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2040,1.1429,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2045,1.1268,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2050,1.1111,,PJ,TNO Technology Factsheet 2020: H2 Industrial Boiler (with assumption: flat until 2030- then going up),21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2055,1.1111,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_H2_Boiler,H2,1,2060,1.1111,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2018,1.1111,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2020,1.1111,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2025,1.0989,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2030,1.087,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2035,1.084,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2040,1.0811,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2045,1.0782,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2050,1.0753,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2055,1.0753,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Hardcoal,Hardcoal,1,2060,1.0753,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Heatpump,Power,1,2018,0.2577,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2020,0.2577,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2025,0.2554,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2030,0.2532,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2035,0.2507,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2040,0.2481,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2045,0.2469,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2050,0.2457,,PJ,DEA â€“ Technology data for industrial process heat - heat pump 60 to 80 C - needs timeseries,13.12.2023,Frida Sather <frida.sather@sintef.no>
World,HLI_Heatpump,Power,1,2055,0.2457,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Heatpump,Power,1,2060,0.2457,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2018,1.1111,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2020,1.1111,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2025,1.0989,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2030,1.087,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2035,1.084,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2040,1.0811,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2045,1.0782,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2050,1.0753,,PJ,Energy Agency Denmark (2022): Hot water boiler coal,21.08.2024,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2055,1.0753,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,HLI_Lignite,Lignite,1,2060,1.0753,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
