Region,Storage,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
World,S_HLI_Tank_Large,2032,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2033,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2034,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2036,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2037,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2038,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HLI_Tank_Large,2039,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2026,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2027,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2028,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2029,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2031,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2032,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2033,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2034,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2036,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2037,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2038,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HB_Tank_Small,2039,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2026,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2027,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2028,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2029,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2031,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2032,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2033,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2034,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2036,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2037,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2038,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
World,S_HD_Pit,2039,0.01,,MEUR/PJ,interpolated,26.11.2024,Stian Backe <stian.backe@sintef.no>
