Region,Technology,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by,Unnamed: 9
World,FRT_Road_OH,2030,29.33699115,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_OH,2035,29.33699115,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_OH,2040,28.99283186,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_OH,2045,28.64867257,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_OH,2050,28.4639823,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_OH,2055,28.4639823,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Road_OH,2060,28.4639823,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2018,22.03380531,,MEUR/Gtkm/year,,,,
World,FRT_Road_PHEV,2020,22.03380531,,MEUR/Gtkm/year,,,,
World,FRT_Road_PHEV,2021,22.03380531,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2025,22.03380531,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2030,21.14247788,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2035,20.25115044,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2040,20.12849558,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2045,20.00584071,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2050,19.90495575,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2055,19.90495575,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Road_PHEV,2060,19.90495575,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2018,0.75190409,,MEUR/Gtkm/year,,,,
World,FRT_Ship_Bio,2020,0.75190409,,MEUR/Gtkm/year,,,,
World,FRT_Ship_Bio,2021,0.75190409,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2025,0.75190409,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2030,0.748620666,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2035,0.745337242,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2040,0.74369553,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2045,0.742053818,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2050,0.742053818,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2055,0.742053818,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_Bio,2060,0.742053818,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2018,0.75190409,,MEUR/Gtkm/year,,,,
World,FRT_Ship_Conv,2020,0.75190409,,MEUR/Gtkm/year,,,,
World,FRT_Ship_Conv,2021,0.75190409,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2025,0.75190409,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2030,0.748620666,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2035,0.745337242,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2040,0.74369553,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2045,0.742053818,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2050,0.742053818,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2055,0.742053818,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_Conv,2060,0.742053818,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2018,0.83398969,,MEUR/Gtkm/year,,,,
World,FRT_Ship_LNG,2020,0.83398969,,MEUR/Gtkm/year,,,,
World,FRT_Ship_LNG,2021,0.83398969,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2025,0.83398969,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2030,0.830706266,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2035,0.827422842,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2040,0.82578113,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2045,0.824139418,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2050,0.824139418,,MEUR/Gtkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2055,0.824139418,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,FRT_Ship_LNG,2060,0.824139418,,MEUR/Gtkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Biomass,2018,21.225625,,MEUR/GW,,,,
World,HB_Biomass,2020,21.225625,,MEUR/GW,,,,
World,HB_Biomass,2021,21.225625,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2025,23.1803125,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2030,22.9028125,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2035,22.39359375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2040,21.884375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2045,22.42015625,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2050,22.9559375,,MEUR/GW,biomass auto - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Biomass,2055,22.9559375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Biomass,2060,22.9559375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,X_Convert_HD,2018,1,,MEUR/GW,,,,
World,X_Convert_HD,2020,1,,MEUR/GW,,,,
World,X_Convert_HD,2021,1,,MEUR/GW,,,,
World,X_Convert_HD,2025,1,,MEUR/GW,,,,
World,X_Convert_HD,2030,1,,MEUR/GW,,,,
World,X_Convert_HD,2035,1,,MEUR/GW,,,,
World,X_Convert_HD,2040,1,,MEUR/GW,,,,
World,X_Convert_HD,2045,1,,MEUR/GW,,,,
World,X_Convert_HD,2050,1,,MEUR/GW,,,,
World,X_Convert_HD,2055,1,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,X_Convert_HD,2060,1,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Direct_Electric,2018,4.153125,,MEUR/GW,,,,
World,HB_Direct_Electric,2020,4.153125,,MEUR/GW,,,,
World,HB_Direct_Electric,2021,4.153125,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2025,4.146875,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2030,3.977083333,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2035,3.890625,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2040,3.804166667,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2045,3.717708333,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2050,3.63125,,MEUR/GW,electric heating- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Direct_Electric,2055,3.63125,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Direct_Electric,2060,3.63125,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2018,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2020,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2021,13.6843,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2025,13.4533,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2030,13.338,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2035,13.338,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2040,12.61,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2045,12.61,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2050,12.158,,MEUR/GW,Natural gas boiler- https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2055,12.158,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Gas_Boiler,2060,12.158,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Geothermal,2018,24.03222,,MEUR/GW,,,,
World,HB_Geothermal,2020,24.03222,,MEUR/GW,,,,
World,HB_Geothermal,2021,24.03222,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2025,23.28786,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2030,22.64984,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2035,22.27766,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2040,21.90548,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2045,21.5333,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2050,21.16112,,MEUR/GW,"Geothermal DH, 1200m, E-https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating",20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Geothermal,2055,21.16112,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Geothermal,2060,21.16112,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_H2_Boiler,2018,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2020,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2021,20.52645,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2025,20.17995,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2030,20.007,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2035,20.007,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2040,18.915,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2045,18.915,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2050,18.237,,MEUR/GW,assumption: 50% higher than nat gas due to grid fees,31.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>,
World,HB_H2_Boiler,2055,18.237,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_H2_Boiler,2060,18.237,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Hardcoal,2018,1.3,,MEUR/GW,,,,
World,HB_Hardcoal,2020,1.3,,MEUR/GW,,,,
World,HB_Hardcoal,2021,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2025,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2030,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2035,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2040,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2045,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2050,1.3,,MEUR/GW,District heating boilers coal - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Hardcoal,2055,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Hardcoal,2060,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Aerial,2018,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2020,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2021,41.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2025,28.2,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2030,27.7,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2035,27.3,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2040,26.9,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2045,26.35,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2050,25.8,,MEUR/GW,DEA - Technology data heating installations - Heat pump Air-air - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Aerial,2055,25.8,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Aerial,2060,25.8,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Ground,2018,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2020,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2021,28.1,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2025,20.8,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2030,20.5,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2035,20.2,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2040,19.9,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2045,19.6,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2050,19.3,,MEUR/GW,DEA - Technology data heating installations - Heat pump Ground-water - see Assumption.txt,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HB_Heatpump_Ground,2055,19.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Heatpump_Ground,2060,19.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Lignite,2018,1.3,,MEUR/GW,,,,
World,HB_Lignite,2020,1.3,,MEUR/GW,,,,
World,HB_Lignite,2021,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2025,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2030,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2035,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2040,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2045,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2050,1.3,,MEUR/GW,District heating boilers lignite - https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Lignite,2055,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Lignite,2060,1.3,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2018,6.4603125,,MEUR/GW,,,,
World,HB_Oil_Boiler,2020,6.4603125,,MEUR/GW,,,,
World,HB_Oil_Boiler,2021,6.4603125,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2025,6.345625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2030,6.2815625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2035,6.1690625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2040,6.0565625,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2045,5.94375,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2050,5.8309375,,MEUR/GW,oil boiler - https://ens.dk/en/our-services/technology-catalogues/technology-data-individual-heating-plants,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2055,5.8309375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HB_Oil_Boiler,2060,5.8309375,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
