Region,Region2,Fuel,Value,,Unit,Source,Updated at,Updated by
DE,DK,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,DK,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FI,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,FR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,LU,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,LU,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,LU,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NL,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NL,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NL,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NO,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NO,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,NO,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,PL,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,PL,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,PL,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,SE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,SE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,SE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,UK,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,UK,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,UK,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_BE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_BE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_BE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_MV,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_MV,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_MV,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_NI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_NI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_NI,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_SN,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_SN,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_SN,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_ST,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_ST,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,DE_ST,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,PL,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,PL,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BB,PL,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_BB,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_BB,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_BB,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_ST,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_ST,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BE,DE_ST,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,AT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,AT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,AT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,CH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,CH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,CH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_BY,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_BY,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_BY,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_HE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_HE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_HE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_NRW,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_NRW,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_NRW,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_RP,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_RP,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_RP,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_SH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_SH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,DE_SH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,FR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,FR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BW,FR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,AT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,AT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,AT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,CZ,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,CZ,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,CZ,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_BW,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_BW,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_BW,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_HE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_HE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_HE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_SH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_SH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_SH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_ST,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_ST,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_ST,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_TH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_TH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_BY,DE_TH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_MV,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_MV,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_MV,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_SH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_SH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_Baltic,DE_SH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HB,DE_NI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HB,DE_NI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HB,DE_NI,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BW,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BW,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BW,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BY,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BY,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_BY,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NI,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NRW,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NRW,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_NRW,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_RP,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_RP,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_RP,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_TH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_TH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HE,DE_TH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HH,DE_NI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE_HH,DE_NI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
