Region,Technology,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
DE_SN,R_Wood,2018,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2020,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2025,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2030,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2035,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2040,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2045,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2050,0.894917736,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,R_Wood,2055,0.894917736,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SN,R_Wood,2060,0.894917736,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,P_Geothermal,2018,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2020,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2025,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2030,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2035,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2040,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2045,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2050,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,P_Geothermal,2055,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,P_Geothermal,2060,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Biogas,2018,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2020,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2025,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2030,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2035,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2040,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2045,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2050,2.723759284,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Biogas,2055,2.723759284,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Biogas,2060,2.723759284,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Grass,2018,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2020,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2025,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2030,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2035,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2040,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2045,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2050,5.013200706,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Grass,2055,5.013200706,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Grass,2060,5.013200706,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2018,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2020,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2025,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2030,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2035,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2040,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2045,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2050,1.941609402,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2055,1.941609402,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Paper_Cardboard,2060,1.941609402,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Residues,2018,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2020,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2025,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2030,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2035,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2040,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2045,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2050,35.09105052,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Residues,2055,35.09105052,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Residues,2060,35.09105052,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Roundwood,2018,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2020,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2025,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2030,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2035,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2040,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2045,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2050,9.938791899,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Roundwood,2055,9.938791899,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Roundwood,2060,9.938791899,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Wood,2018,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2020,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2025,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2030,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2035,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2040,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2045,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2050,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,R_Wood,2055,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,R_Wood,2060,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,P_Geothermal,2018,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2020,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2025,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2030,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2035,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2040,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2045,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2050,0.001,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,P_Geothermal,2055,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,P_Geothermal,2060,0.001,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Biogas,2018,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2020,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2025,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2030,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2035,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2040,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2045,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2050,2.056653408,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Biogas,2055,2.056653408,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Biogas,2060,2.056653408,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Grass,2018,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2020,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2025,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2030,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2035,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2040,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2045,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2050,3.479234321,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Grass,2055,3.479234321,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Grass,2060,3.479234321,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2018,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2020,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2025,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2030,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2035,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2040,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2045,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2050,1.466068466,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2055,1.466068466,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Paper_Cardboard,2060,1.466068466,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Residues,2018,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2020,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2025,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2030,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2035,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2040,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2045,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2050,24.35370026,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Residues,2055,24.35370026,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Residues,2060,24.35370026,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Roundwood,2018,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2020,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2025,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2030,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2035,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2040,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2045,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2050,6.384093079,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Roundwood,2055,6.384093079,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Roundwood,2060,6.384093079,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Wood,2018,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2020,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2025,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2030,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2035,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2040,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2045,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2050,1.209574155,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,26.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,R_Wood,2055,1.209574155,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,R_Wood,2060,1.209574155,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,R_Biogas,2018,0.71845488,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2020,0.879228,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2025,0.8551539,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2030,0.8310798,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2035,0.81422793,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2040,0.79737606,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2045,0.785579751,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2050,0.773783442,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Biogas,2055,0.773783442,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,R_Biogas,2060,0.773783442,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,R_Grass,2018,5.74763904,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2020,7.033824,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2025,6.8412312,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2030,6.6486384,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2035,6.51382344,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2040,6.37900848,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2045,6.284638008,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2050,6.190267536,,PJ,Biomass Future Atlas of Technical and Economic Biomass Potential,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,R_Grass,2055,6.190267536,,PJ,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
