Region,Region2,Fuel,Year,Value,Unnamed: 5,Unit,Source,Updated at,Updated by
AT,SK,H2,2033,75.6864,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SK,H2,2034,37.8432,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2031,4.3362,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2032,8.6724,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2033,13.0086,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2034,17.3448,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2036,21.681,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2037,21.681,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2038,21.681,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SI,H2,2039,21.681,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,FR,H2,2031,113.53,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,FR,H2,2032,85.1472,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,FR,H2,2033,56.7648,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,FR,H2,2034,28.3824,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,DE,H2,2031,95.6592,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,DE,H2,2032,71.7444,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,DE,H2,2033,47.8296,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,DE,H2,2034,23.9148,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2031,53.6112,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2032,44.1504,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2033,34.6896,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2034,25.2288,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2036,15.768,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2037,15.768,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2038,15.768,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BE,NL,H2,2039,15.768,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,GR,H2,2031,84.0613,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,GR,H2,2032,63.046,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,GR,H2,2033,42.0307,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,GR,H2,2034,21.0153,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2031,30.858,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2032,38.4187,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2033,45.9795,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2034,53.5402,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2036,61.101,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2037,61.101,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2038,61.101,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
BG,RO,H2,2039,61.101,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CH,IT,H2,2031,141.912,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CH,IT,H2,2032,106.434,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CH,IT,H2,2033,70.956,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CH,IT,H2,2034,35.478,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DE,H2,2031,151.373,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DE,H2,2032,113.53,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DE,H2,2033,75.6864,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DE,H2,2034,37.8432,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AT,H2,2031,157.68,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AT,H2,2032,118.26,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AT,H2,2033,78.84,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AT,H2,2034,39.42,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,H2,2031,95.6592,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,H2,2032,71.7444,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,H2,2033,47.8296,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,H2,2034,23.9148,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2031,98.0244,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2032,83.0448,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2033,68.0652,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2034,53.0856,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2036,38.106,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2037,38.106,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2038,38.106,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,H2,2039,38.106,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2031,176.996,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2032,155.578,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2033,134.159,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2034,112.741,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2036,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2037,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2038,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,H2,2039,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FI,H2,2031,529.805,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FI,H2,2032,397.354,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FI,H2,2033,264.902,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FI,H2,2034,132.451,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,H2,2031,201.83,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,H2,2032,151.373,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,H2,2033,100.915,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,H2,2034,50.4576,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,H2,2031,12.6144,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,H2,2032,9.4608,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,H2,2033,6.3072,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,H2,2034,3.1536,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,H2,2031,105.12,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,H2,2032,78.84,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,H2,2033,52.56,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,H2,2034,26.28,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2031,176.996,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2032,155.578,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2033,134.159,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2034,112.741,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2036,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2037,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2038,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,H2,2039,91.323,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2031,105.12,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2032,78.84,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2033,52.56,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,H2,2034,26.28,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2031,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2032,157.68,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2033,105.12,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,H2,2034,52.56,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FR,H2,2031,227.059,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FR,H2,2032,170.294,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FR,H2,2033,113.53,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FR,H2,2034,56.7648,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2031,42.048,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2032,84.096,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2033,126.144,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2034,168.192,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2036,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2037,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2038,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,H2,2039,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PT,H2,2031,85.1472,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PT,H2,2032,63.8604,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PT,H2,2033,42.5736,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PT,H2,2034,21.2868,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FI,EE,H2,2031,210.24,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FI,EE,H2,2032,157.68,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FI,EE,H2,2033,105.12,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
