Source: dummy flat profile (=1 every hour); 2026-05-28; Konstantin Loffler <kl@wip.tu-berlin.de>
HOUR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
937,0.340631654676259,1.0102651248357424,1.6970840287769786,1.9302326708676685,1.0768698961937717,1.727704642409034,2.18124128342246,2.0190057142857145,2.0208430830039528,1.7938351053159478
938,0.41849406474820144,1.0960180814717477,1.7490639568345323,1.9846910324769753,1.3499944636678198,1.9183042659974907,2.2586836363636364,2.0362514285714286,2.0289612648221342,1.803783923198166
939,0.5477321942446044,1.1902876215505913,1.8115241007194245,2.03599660688318,1.5770251441753171,2.1030771643663737,2.337276684491979,2.0791622857142857,2.092147035573123,1.8798530591775326
940,0.9123075539568345,1.37320988173456,1.8874158273381294,2.078134997576345,1.9722861591695502,2.4208250941028857,2.4098254545454543,2.100662857142857,2.1312154150197626,1.890319329416822
941,1.0849390287769785,1.4302783180026282,1.9163625899280576,2.086685748909355,2.064490657439446,2.4902002509410286,2.4497490909090907,2.106468,2.1325169960474306,1.894532927353489
942,1.1868514388489209,1.4811830223390274,1.9597694244604316,2.0935614154144453,2.193844521337947,2.6045516938519446,2.4951905882352943,2.141066857142857,2.1659667984189723,1.949046854850265
943,1.32151654676259,1.5136372667542706,1.9811546043165469,2.0958262724188073,2.2038997693194924,2.6510378920953577,2.527067914438503,2.1792777142857145,2.1878877470355733,1.9481178535606822
944,1.378633273381295,1.5457743758212878,2.0123805755395683,2.097456810470189,2.232544059976932,2.709605646173149,2.547372192513369,2.2198194285714283,2.202382608695652,1.953658446768878
945,1.431689928057554,1.573733140604468,2.0915693525179857,2.133373194377121,2.282967935409458,2.769392973651192,2.557386951871658,2.275256,2.250530830039526,1.996048631609113
946,1.499053597122302,1.6215779500657028,2.1620492086330936,2.1538556955889483,2.314335870818916,2.819295608531995,2.567822780748663,2.3080525714285716,2.2671280632411066,1.996033858719014
947,1.6449460431654677,1.7409324572930354,2.3424345323741007,2.1980481337857487,2.4518605536332183,2.8624036386449188,2.542418395721925,2.3380554285714283,2.3152126482213435,2.007645622582032
948,1.7077321942446042,1.7572646517739816,2.358456330935252,2.2030839554047503,2.4769081891580162,2.8488946047678794,2.533053155080214,2.3501394285714285,2.3081007905138344,2.0132991259492763
949,1.824240287769784,1.7733917214191854,2.36898381294964,2.2030091129423166,2.473945098039216,2.817456210790464,2.5172762566844917,2.3449331428571427,2.3133802371541505,2.0109303195300186
950,1.8390262589928057,1.7762092509855454,2.3906348201438847,2.2142742123121666,2.495549480968858,2.752445922208281,2.4752174331550805,2.3008925714285713,2.247383003952569,2.0058611978793524
951,1.846571762589928,1.7866114848883048,2.3889728057553956,2.171695298109549,2.42043967704729,2.3758429109159347,2.2722942245989306,2.150263428571429,2.0306581027667985,1.9425558676028085
952,1.8019946043165467,1.7434454927726675,2.336904532374101,2.0453962190984005,1.8913551326412918,1.7620874529485573,1.9908691978609625,2.0491319999999997,1.9226794466403163,1.9188785929216219
953,1.5485375899280576,1.6295013403416556,2.2849622302158275,1.957018322830829,1.470408650519031,1.389559974905897,1.823324705882353,2.006373142857143,1.8674351778656126,1.9003560825333143
954,1.1403458633093524,1.4799118265440212,2.2024171942446045,1.8358591856519633,1.1505906574394464,1.0709899623588457,1.6437193582887701,1.9311708571428572,1.7390529644268773,1.7565224387448057
955,0.8137919064748201,1.411591458607096,2.171120287769784,1.781207755695589,0.9674618223760092,0.88339121706399,1.5324385026737968,1.9200097142857144,1.7304691699604742,1.7361423556383437
956,0.6635913669064748,1.3697075689881735,2.1517171942446045,1.7487236063984488,0.8286938869665514,0.7804038895859473,1.456621818181818,1.9123674285714287,1.7246197628458497,1.7205798538472559
957,0.5729444244604316,1.3061506438896189,2.10548345323741,1.7190426563257393,0.706224336793541,0.7128048933500627,1.3584506951871658,1.8860405714285713,1.7190897233201583,1.662994110904141
958,0.4664714028776978,1.2417532194480947,2.070677697841727,1.7189045564711585,0.6442011534025375,0.6809281053952321,1.3020592513368985,1.8571542857142858,1.7219486166007907,1.6642547213067773
959,0.43486276978417265,1.27113308804205,2.1596841726618705,1.7976032476975279,0.7505061130334487,0.8122434127979924,1.3785,1.8396577142857142,1.816995256916996,1.6994137125662703
960,0.4344160071942446,1.2916894875164258,2.187665251798561,1.8422151236063984,0.7831482122260669,0.9039250941028859,1.466878502673797,1.8309691428571429,1.8290201581027667,1.7059665711419973
961,0.4652762589928058,1.3415036268068332,2.228054604316547,1.9012603490063014,0.8888409457900807,1.0030845671267252,1.5226145454545454,1.8086931428571429,1.8459237154150199,1.715191703682476
962,0.5074125899280575,1.4044548751642574,2.2719917985611513,1.947342171594765,1.0196249134948097,1.0897713927227102,1.5773373262032087,1.797984,1.8582494071146245,1.71853222524717
963,0.6535820143884892,1.4799242049934298,2.312790287769784,1.9928910324769753,1.201418339100346,1.1338957340025095,1.6221882352941177,1.7759302857142858,1.9128806324110672,1.7669926923628028
964,0.9681546762589928,1.6623038896189226,2.3987372661870503,2.044348715462918,1.5079592848904266,1.2637994981179423,1.6553957219251338,1.7491982857142856,1.8992498023715414,1.7765213211061757
965,1.0712375899280575,1.694670197109067,2.4315244604316546,2.0679611245758607,1.5786364475201844,1.3335922208281055,1.6615823529411766,1.7175062857142858,1.8756505928853755,1.7793254477718872
966,1.166698741007194,1.743549776609724,2.4766210071942445,2.0919686379059623,1.7031830449826988,1.3867565872020073,1.6721913368983958,1.6801508571428572,1.8336498023715415,1.8019298323542055
967,1.2356250000000002,1.7723024967148489,2.494958273381295,2.0951433349491033,1.7667675893886965,1.3905473023839399,1.6668516577540107,1.666054857142857,1.8324774703557312,1.8080063619429718
968,1.3050161870503598,1.7854709067017083,2.5169630935251797,2.09577716917111,1.816414302191465,1.4068845671267252,1.6938473796791444,1.6473011428571427,1.8180478260869564,1.811748817882218
969,1.3600023381294963,1.812512693823916,2.5802926618705038,2.1127652932622394,1.9321589388696656,1.4202772898368883,1.681791229946524,1.6181662857142858,1.773997628458498,1.8108962458804987
970,1.4721956834532375,1.8442573455978974,2.603370287769784,2.142770964614639,2.057260207612457,1.439085696361355,1.6773595721925134,1.6042285714285716,1.7573711462450592,1.8051075798825045
971,1.6045629496402878,1.9133177398160315,2.7339702877697842,2.22504207464857,2.3647176470588236,1.4604740276035133,1.6585059893048129,1.5965885714285715,1.6911679841897234,1.8087727181544635
972,1.6879980215827337,1.9354845466491457,2.7483294244604317,2.228856568104702,2.4300267589388698,1.4415643663739022,1.656737860962567,1.5880394285714285,1.6808347826086956,1.8083668004012035
973,1.7461363309352518,1.9419201839684626,2.763332949640288,2.227021861366941,2.5243407151095734,1.4154910915934757,1.6393411764705883,1.5834085714285713,1.6746656126482213,1.8093113769881073
974,1.7538320143884891,1.9437924310118264,2.7671856834532376,2.23297566650509,2.5669718569780855,1.389221329987453,1.6083493048128341,1.5590502857142856,1.64740395256917,1.8031472990399773
975,1.7866929856115108,1.943052299605782,2.7592463309352517,2.2298633058652446,2.5686787773933104,1.3176022584692597,1.566678395721925,1.5211885714285716,1.5442399209486166,1.7425239719157473
976,1.7225625899280577,1.9178630486202366,2.640942086330935,2.1672196316044596,2.498978085351788,1.1488636135508157,1.4628545454545454,1.4793857142857143,1.5118478260869566,1.726544476286001
977,1.5010347122302157,1.7898154533508541,2.5974789208633093,2.130558603974794,2.436410380622837,1.057488582183187,1.408419144385027,1.4534777142857143,1.4731478260869564,1.7053590055881933
978,1.2150676258992805,1.6757166097240475,2.4830853237410073,2.0488967038293744,2.2739854671280275,0.9008154328732747,1.3465264171122993,1.4048468571428572,1.3526624505928853,1.5865690070210632
979,1.0330492805755396,1.614777450722733,2.4464149640287767,2.0140164808531265,2.1509259515570935,0.8357077791718946,1.3146113368983956,1.3964045714285716,1.3340814229249012,1.573367301905717
980,0.8924453237410072,1.5740720893561102,2.4354759712230214,1.9898161900145417,1.9829397923875434,0.7819803011292346,1.2980313368983958,1.3924617142857143,1.3201640316205534,1.555874294311506
981,0.8225737410071943,1.5266810249671485,2.383718345323741,1.9565761997091615,1.918885813148789,0.7458805520702635,1.3026189304812834,1.4016988571428572,1.2931391304347826,1.5075945407651525
982,0.7667516187050359,1.4636842575558475,2.317158057553957,1.9562370819195345,1.763072549019608,0.7147200752823086,1.2959048128342248,1.4186285714285713,1.2939889328063243,1.5065538902421551
983,0.7435062949640288,1.4874523521681997,2.370224892086331,1.9952380513814831,2.0366086505190313,0.7178784190715182,1.3511576470588236,1.4435428571428572,1.3155806324110673,1.560121335434876
984,0.7799377697841726,1.5009689356110383,2.382835323741007,2.024983228308289,2.0691892733564012,0.7227499372647428,1.3689563636363637,1.4653857142857143,1.3216482213438736,1.5689875770167645
985,0.8165246402877698,1.5430299080157688,2.3881805035971224,2.053169558894813,2.1649966551326414,0.751012296110414,1.3896335828877004,1.4923714285714287,1.322611067193676,1.5793716148445336
986,0.8749888489208634,1.577077976346912,2.4141696402877697,2.084575375666505,2.293987543252595,0.7607267252195734,1.4082694117647059,1.4913771428571427,1.3200126482213437,1.58437518269093
987,1.0158857913669064,1.648655900131406,2.435165539568345,2.1235289384391662,2.429782583621684,0.7455742785445421,1.4104585026737968,1.5270565714285713,1.3382162055335967,1.6402910588909585
988,1.3213507194244605,1.7887999211563732,2.462135251798561,2.153172855065439,2.7333762399077277,0.7352936010037641,1.3963283422459893,1.5446360000000001,1.3383268774703558,1.6525138701819744
989,1.417461870503597,1.831434244415243,2.4671640287769785,2.163682695104217,2.8080074971164937,0.7251063989962359,1.3997967914438503,1.5498634285714283,1.3371193675889328,1.65990703539189
990,1.5311652877697841,1.8931296714848884,2.4819649640287773,2.178998642753272,2.9148855824682816,0.7164287327478043,1.4114232085561496,1.5718337142857142,1.3478169960474309,1.7029233844390315
991,1.5787805755395683,1.9133504336399474,2.4843924460431652,2.193755259331071,2.957866666666667,0.7208809284818067,1.4063910160427808,1.5855937142857144,1.3548592885375494,1.6926472273964752
992,1.615918525179856,1.9375836005256244,2.47485690647482,2.204109549200194,3.0082433679354095,0.7269446675031368,1.4055739037433157,1.5939394285714283,1.3550557312252964,1.6978152314085113
993,1.6848244604316547,1.9745735873850196,2.46945,2.224363936015511,3.1009985005767016,0.7219001254705145,1.396924705882353,1.6026497142857143,1.3866450592885375,1.7490906003725462
994,1.8360739208633092,2.0117368199737187,2.4468414388489212,2.2489937469704313,3.197454325259516,0.7362411543287328,1.3686207486631017,1.6075525714285714,1.382613833992095,1.748959664708411
995,2.090621942446043,2.0914067279894875,2.5576729496402875,2.283256083373727,3.4725660899653983,0.7275010037641154,1.3496929411764707,1.6491034285714286,1.4235648221343873,1.7982806562544775
996,2.1677989208633095,2.0980178449408675,2.546280215827338,2.2788574406204556,3.525854094579008,0.7065622333751568,1.3292785026737968,1.643893142857143,1.4336596837944664,1.8023980226393466
997,2.1983014388489206,2.1037252299605784,2.549550791366906,2.2850953465826467,3.5651446366782005,0.687526599749059,1.3005203208556149,1.626110857142857,1.4352470355731226,1.8045893967617137
998,2.2324446043165467,2.1002585282522994,2.5500970503597125,2.292992147358216,3.6225175317185694,0.6876045169385194,1.288511229946524,1.6225485714285717,1.4451268774703556,1.8049254907579884
999,2.221569064748201,2.0975544809461235,2.516126978417266,2.28619340765875,3.6373183391003456,0.6607214554579675,1.2470007486631016,1.5702045714285715,1.401913043478261,1.7829117495343172
1000,2.1799976618705035,2.020543153745072,2.3104753956834534,2.2254287930198737,3.5956292964244523,0.6314191969887076,1.154176577540107,1.5031148571428572,1.3925418972332018,1.770944734202608
1001,2.0038926258992804,1.929842890932983,2.2352253956834534,2.185264081434804,3.5821290657439446,0.6089396486825596,1.1004321925133689,1.4508702857142857,1.3842557312252965,1.7582528729044276
1002,1.6929147482014388,1.7666083311432326,2.0960107194244606,2.123117450315075,3.432631257208766,0.6083790464240904,1.0272480213903743,1.3718314285714286,1.3471442687747035,1.678173921765296
1003,1.5367843525179856,1.7022315111695137,2.0413775539568344,2.084036839554048,3.305001730103806,0.6207910915934756,0.9963310160427807,1.3458085714285715,1.3512794466403162,1.6631714142427283
1004,1.3923052158273381,1.6426462286465178,1.9737338129496402,2.0477333494910326,3.1888767012687427,0.6579639899623588,0.9832286631016043,1.3045788571428572,1.3578490118577076,1.654417366384869
1005,1.2394408273381294,1.5740976609724047,1.9124723021582732,2.006700145419292,3.013830680507497,0.6981569636135508,0.9865451336898396,1.2573485714285715,1.3544731225296442,1.634868362229546
1006,1.1510196043165468,1.5195520893561103,1.8358435251798562,1.9801727581192439,2.765329296424452,0.7538092848180679,1.009168770053476,1.2545434285714285,1.364202371541502,1.6404538329273535
1007,1.1068508992805755,1.5332020762155059,1.948617050359712,2.0452761997091615,2.816749596309112,0.8277007528230866,1.0686449197860963,1.26066,1.3546588932806325,1.68421000143287
1008,1.0990915467625901,1.5467581865965834,1.954084892086331,2.073288899660688,2.7990292964244525,0.8678092848180677,1.109234759358289,1.2825314285714287,1.3591604743083003,1.6928180111763864
1009,1.1497942446043166,1.5774472536136663,2.0181289928057558,2.1297792535142994,2.854908189158016,0.9269746549560853,1.14557935828877,1.2845697142857142,1.366605138339921,1.6971492907293309
1010,1.2245323741007195,1.6211716162943495,2.0966392805755394,2.1758748424624335,3.040695847750865,0.9805033877038896,1.1936329411764706,1.2886,1.3677260869565218,1.7032983378707551
1011,1.3815043165467626,1.701814796320631,2.2110230935251796,2.2377661173048957,3.1648626297577853,1.048876286072773,1.264151871657754,1.3083005714285714,1.342891699604743,1.7678335434876058
1012,1.5926642086330935,1.8335951379763469,2.4013973381294966,2.3085002908385843,3.500467820069204,1.155721957340025,1.3258038502673797,1.3522148571428572,1.345502371541502,1.7782701246596935
1013,1.6844023381294964,1.8601935873850197,2.424656043165468,2.3427899175957343,3.5990376009227223,1.175895357590966,1.3621161497326204,1.4020074285714286,1.3489407114624505,1.7857359220518698
1014,1.7364823741007194,1.8920118002628121,2.4779747482014387,2.3902308773630634,3.688090888119954,1.2401785445420326,1.3936899465240642,1.4549022857142857,1.32009604743083,1.8250081960166213
1015,1.7580478417266188,1.8997872536136662,2.5119670503597122,2.4095370819195345,3.723771626297578,1.2823297365119197,1.4350366844919786,1.497392,1.3262403162055336,1.8267835076658547
1016,1.7683589928057553,1.915505729303548,2.528972014388489,2.418181192438197,3.773648558246828,1.3189510664993727,1.4386689839572193,1.5159714285714287,1.2866470355731225,1.833878707551225
1017,1.7892122302158273,1.9310880420499343,2.5553975539568343,2.478899272903538,3.7726742791234145,1.3520109159347553,1.4879357219251337,1.5829354285714288,1.3123687747035573,1.8629563404499212
1018,1.919755215827338,1.9669336925098555,2.5728257553956837,2.521728017450315,3.9073,1.4066303638644917,1.5558747593582887,1.593997142857143,1.3170387351778656,1.8618757128528443
1019,2.0209571942446045,2.0177115637319316,2.6693942446043164,2.6612962190984004,4.054287312572088,1.6641908406524468,1.6883865240641711,1.691217142857143,1.3668561264822134,1.877902435879066
1020,2.057443165467626,2.015108488830486,2.6744419424460433,2.6809219583131365,4.068999538638985,1.6917530740276034,1.70681743315508,1.6951725714285713,1.3836513833992095,1.8868213927496778
1021,2.1087721223021583,2.016822102496715,2.6613357553956836,2.6824937469704313,4.057545790080739,1.6586510664993726,1.7330473796791444,1.6991960000000002,1.393420948616601,1.8929910732196589
1022,2.121115287769784,2.025836977660972,2.6597251798561152,2.690362869607368,4.070002191464821,1.6570745294855709,1.7840572192513369,1.7145474285714284,1.410109090909091,1.8941198165926352
1023,2.1225057553956836,2.0356858869908017,2.625713165467626,2.6402600096946194,4.018772895040369,1.618493851944793,1.7716702673796791,1.6824142857142859,1.4120569169960475,1.8617423126522423
1024,2.071892446043165,1.9854827595269384,2.446571151079137,2.482047261269995,3.506150519031142,1.5140337515683815,1.7385706951871658,1.665528,1.4288837944664032,1.8496542627883652
1025,1.998643705035971,1.950984520367937,2.378477050359712,2.3717170625302955,3.301816955017301,1.4538624843161856,1.7236275935828875,1.6485525714285714,1.4362379446640317,1.8295341882791232
1026,1.822445143884892,1.8617759264126148,2.2490608633093525,2.245694280174503,3.0122828143021914,1.385542910915935,1.6643824598930481,1.617709142857143,1.4308130434782609,1.7255843960452786
1027,1.6921156474820143,1.8128266228646517,2.1926759712230215,2.18071245758604,2.8155348327566316,1.3376146800501882,1.614752192513369,1.6141422857142858,1.4353241106719368,1.705004699813727
1028,1.5771710431654677,1.76574370565046,2.147795251798561,2.126970092098885,2.6234217993079585,1.3014485570890841,1.573645347593583,1.60452,1.4281972332015809,1.678000515833214
1029,1.5074807553956835,1.6900145072273323,2.0667238848920864,2.0617234125060593,2.3946546712802768,1.2670680050188206,1.5535598930481285,1.620556,1.4494375494071146,1.6265774322968907
1030,1.4091316546762591,1.6145460446780553,1.9888618705035972,2.0248835191468735,2.137829411764706,1.2418735257214555,1.5389211764705881,1.6338508571428572,1.455101976284585,1.6257038974065052
1031,1.3860566546762592,1.6285702233902761,2.0060414388489205,2.063071982549685,2.0388519031141867,1.263977791718946,1.7024701604278076,1.7492205714285716,1.5784628458498022,1.6632079381000144
1032,1.3939115107913669,1.6395473324572931,2.008573669064748,2.106548036839554,2.0480603229527103,1.3162051442910916,1.7862838502673797,1.784012,1.6051217391304349,1.6734543201031669
1033,1.4306073741007195,1.6619903810775296,2.032901510791367,2.1747454192922926,2.1416254901960783,1.3968731493099122,1.8656594652406415,1.8366942857142856,1.646397233201581,1.6851337154320103
1034,1.5314512589928058,1.6839887779237845,2.052586474820144,2.2106333494910326,2.313896770472895,1.451811166875784,1.9152807486631016,1.858277142857143,1.672498023715415,1.6938870468548501
1035,1.6464021582733812,1.7581517214191853,2.0841101438848924,2.26592981095492,2.488146366782007,1.521840903387704,1.9911419251336897,1.9432628571428574,1.759479841897233,1.7390562258203182
1036,1.8701688848920865,1.863608541392904,2.1101323741007194,2.3279615608337374,2.8065346020761246,1.6286803011292346,2.0679517647058825,1.9897479999999999,1.7802940711462452,1.7482183550651955
1037,1.9255169064748199,1.8729107752956637,2.119912949640288,2.3391342220067863,2.8947184544405995,1.6731223337515684,2.090013048128342,2.0087554285714284,1.7984154150197629,1.751513741223671
1038,1.940899820143885,1.8883935873850197,2.1230207913669066,2.3575104217159475,2.960806805074971,1.7305601003764115,2.128698181818182,2.110814857142857,1.893503162055336,1.7803094426135548
1039,1.973685251798561,1.9053403679369252,2.13903964028777,2.360186718371304,2.9746198385236444,1.7262526976160601,2.1727701604278074,2.159113714285714,1.9231557312252965,1.779571041696518
1040,2.021905755395683,1.9234870696452038,2.1394858273381296,2.3587449345613183,2.9997768166089966,1.7610550815558343,2.2016252406417114,2.188936,1.9356944664031621,1.7791427854993553
1041,2.0767773381294963,1.9392373718791065,2.1680309352517986,2.354685700436258,3.0386042675893887,1.8132136762860729,2.25629935828877,2.256658857142857,2.030220158102767,1.779373033385872
1042,2.1448640287769782,1.9368332457293034,2.2015723021582736,2.336420407174018,3.045422376009227,1.8937196988707654,2.271427807486631,2.291314857142857,2.048998814229249,1.7756050150451352
1043,2.226711510791367,2.075546228646518,2.1935717985611514,2.297564663111973,3.1447173010380625,1.9165666248431619,2.3030270588235293,2.353989142857143,2.1432312252964425,1.7671762143573577
1044,2.2742388489208634,2.065584073587385,2.204921582733813,2.291546485700436,3.1501110726643597,1.9032789209535759,2.3016080213903742,2.3734005714285713,2.178981027667984,1.7642712852844247
1045,2.3753303956834535,2.061173061760841,2.196406402877698,2.281344255937954,3.1375378316032294,1.8960934755332497,2.3072504812834222,2.3949725714285717,2.1843999999999997,1.7561870468548504
1046,2.3801408273381295,2.057670170827858,2.1912820143884892,2.267154677653902,3.1410435986159166,1.9076787954830616,2.290777860962567,2.3588057142857144,2.1616367588932808,1.7493940249319386
1047,2.396101978417266,2.0389680946123523,2.150801726618705,2.18937886572952,3.1034178777393313,1.86726373902133,2.202806524064171,2.144790857142857,1.9753766798418972,1.6618551798251897
1048,2.380370143884892,1.9413580289093297,1.9336326618705038,2.0194574406204557,2.798227220299885,1.6838430363864492,2.0422566844919787,1.9890537142857143,1.9389853754940714,1.637041524573721
1049,2.1921721223021584,1.833738396846255,1.8481310791366907,1.9076997091614154,2.5376581314878894,1.5636803011292348,1.9575193582887702,1.9290097142857143,1.9080636363636363,1.61222629316521
1050,1.848026438848921,1.6560804993429699,1.6909478417266188,1.7560984488608822,2.3055382929642447,1.3928616060225847,1.8294249197860963,1.7998411428571428,1.77099209486166,1.487784711276687
1051,1.6432512589928057,1.5313361892247044,1.6133473381294963,1.6632129423170139,2.1372093425605536,1.3163819322459223,1.7576149732620319,1.7536742857142855,1.7473679841897232,1.4725342885800259
1052,1.4810307553956834,1.444044126149803,1.522421798561151,1.5904162384876392,1.9581566320645907,1.2035165621079047,1.7066683422459892,1.7170257142857142,1.7237747035573123,1.460512996131251
1053,1.358373201438849,1.344379973718791,1.4209370503597123,1.5220897237033446,1.748681314878893,1.1149095357590966,1.6515265240641712,1.6736205714285715,1.686394071146245,1.400349663275541
1054,1.1819289568345324,1.2553197109067018,1.3275420143884893,1.463631410567135,1.5415592848904267,1.0810086574654956,1.6361068449197862,1.6582611428571428,1.6955660079051385,1.3993791230835364
1055,1.0856528776978418,1.2040618922470434,1.3473723021582735,1.4743534658264663,1.5182280276816609,1.1449909661229611,1.677462245989305,1.7434822857142858,1.8241656126482213,1.399408597220232
1056,1.071508273381295,1.2098871222076215,1.3669620863309353,1.4883457101308772,1.521776585928489,1.213561104140527,1.7187973262032086,1.771836,1.8517644268774702,1.4021205760137554
1057,1.0797307553956834,1.2381482522996057,1.395263165467626,1.5459926320891904,1.5975694348327565,1.2818336260978669,1.7480855614973263,1.7771982857142858,1.8560067193675889,1.4030010889812292
1058,1.1793372302158274,1.2936416031537452,1.442791438848921,1.5812333494910327,1.6957258362168397,1.3250480552070263,1.7582946524064171,1.781578285714286,1.875195652173913,1.4011969909729187
1059,1.3495505395683454,1.3830822076215505,1.5131101438848922,1.6048290838584587,1.803561014994233,1.3912268506900878,1.7760105882352941,1.7929417142857142,1.8890735177865614,1.3929420977217366
1060,1.7277179856115108,1.5115418922470434,1.6307361870503598,1.6545317014057197,1.990796770472895,1.4790282308657465,1.791687486631016,1.7925914285714286,1.8886667984189722,1.3910550938529878
1061,1.8402120503597124,1.5504830486202366,1.629131798561151,1.6627659718856036,2.0462084198385235,1.5117424090338771,1.7982305882352942,1.806572,1.903198418972332,1.3912479151740937
1062,1.8860544964028778,1.5759955584756897,1.6616380575539569,1.6689089675230246,2.057232410611303,1.5299803011292346,1.7900049197860963,1.7802028571428572,1.8827988142292489,1.38702259636051
1063,1.933530395683453,1.5825857818659659,1.6616528776978419,1.679128793019874,2.0517888119953867,1.54481756587202,1.789318823529412,1.7772062857142856,1.8799288537549408,1.385265740077375
1064,1.9788624100719423,1.591993035479632,1.6640279136690646,1.667318662142511,2.0428213379469433,1.5739208281053951,1.783513155080214,1.7622971428571428,1.880122924901186,1.3822336724459092
1065,2.028518165467626,1.5966989487516428,1.6583973381294965,1.6688690741638392,2.021994925028835,1.5964171894604766,1.7590679144385026,1.686402857142857,1.8270766798418974,1.3719241008740506
1066,2.106561510791367,1.604761629434954,1.6515042446043167,1.6713335433834222,2.0090237600922722,1.678638644918444,1.7509174331550803,1.6726954285714286,1.8125126482213438,1.3687743946124087
1067,2.1469525179856115,1.6183498028909329,1.64430035971223,1.6763977702375183,2.044251787773933,1.7138673776662483,1.695742887700535,1.6101628571428572,1.794598023715415,1.3656298610116062
1068,2.1774845323741006,1.6252457555847568,1.6459957553956834,1.6711856034900632,2.0543425605536334,1.7215112923462985,1.6796245989304814,1.5794074285714286,1.7749438735177867,1.3669335721450064
1069,2.237335971223022,1.6292135873850195,1.647410071942446,1.6650185167232185,2.0568138408304497,1.7211623588456713,1.6754971122994653,1.543418857142857,1.74758814229249,1.3637548645937814
1070,2.227664748201439,1.6231421550591327,1.6368545323741008,1.6515587978671835,2.0498612456747405,1.6983089084065246,1.6445781818181817,1.5153382857142856,1.689891304347826,1.3581407938100014
1071,2.222939748201439,1.6248985545335084,1.5963941726618707,1.605811827435773,2.005667012687428,1.631971643663739,1.5633691978609625,1.4471137142857142,1.546099604743083,1.3379064192577734
1072,2.1464512589928058,1.5695469119579502,1.387798201438849,1.435457828405235,1.6814431372549021,1.4035720200752824,1.400881604278075,1.389978857142857,1.4994395256916997,1.3241368104312938
1073,1.9784562949640287,1.445360788436268,1.256053237410072,1.324347794474067,1.322249480968858,1.2688051442910917,1.3187822459893048,1.356877142857143,1.4469442687747036,1.3166473850121796
1074,1.7639053956834532,1.3210122733245728,1.1061611510791367,1.1908111488124091,0.9176576701268743,1.0266810539523212,1.2056254545454546,1.2599457142857142,1.2892822134387352,1.2896364951998855
1075,1.5582955035971222,1.2530084888304862,1.0422705035971223,1.1182014541929228,0.7240204152249134,0.8658949811794228,1.1405345454545455,1.2146685714285714,1.243383003952569,1.2817249749247743
1076,1.438176618705036,1.2246780551905387,0.9602651798561151,1.0639514784294717,0.5142560553633219,0.7557153074027604,1.0730226737967914,1.1823548571428573,1.2131592885375495,1.2750972488895258
1077,1.330381474820144,1.2023848620236532,0.8904076258992806,1.0039357246728067,0.34308915801614764,0.6491826850690088,1.0198399999999999,1.1412022857142856,1.150508695652174,1.2890572718154465
1078,1.1583694244604317,1.1518148226018396,0.8015228057553957,0.972145225399903,0.25879838523644755,0.5863363864491844,0.9940562566844919,1.1149994285714286,1.136211067193676,1.2950679323685341
1079,1.1015212230215827,1.2017434428383704,0.9173261870503597,0.982515414444983,0.237580738177624,0.6246091593475533,1.0273471657754012,1.1836194285714285,1.23780395256917,1.3574662415818886
1080,1.0909857913669065,1.218413009198423,0.9177090647482015,1.0007944255937955,0.22955201845444062,0.6691958594730238,1.0665805347593582,1.2451839999999998,1.2785343873517787,1.3685827625734346
1081,1.1122992805755396,1.2374089093298293,0.9658030215827339,1.0454704798836647,0.23450357554786622,0.7373661229611042,1.0911005347593583,1.299214857142857,1.3083529644268774,1.374188264794383
1082,1.213911690647482,1.2784978186596583,1.0185756115107913,1.0697218613669415,0.29763979238754323,0.7807974905897115,1.0984616042780748,1.3267668571428572,1.3317739130434783,1.378374179681903
1083,1.3830489208633092,1.3434189750328516,1.0782169064748202,1.0919773630634997,0.4129846597462515,0.8203431618569635,1.0896408556149733,1.3677937142857144,1.3859328063241108,1.4535614128098582
1084,1.6148061151079136,1.4676442049934297,1.1813728776978418,1.1128367426078527,0.5577938869665513,0.8845243412797993,1.0595146524064172,1.3886257142857144,1.4040810276679843,1.468832927353489
1085,1.695090107913669,1.488377161629435,1.1783575539568345,1.1077151236063985,0.5996444059976932,0.898197365119197,1.0544496256684492,1.3865337142857141,1.418992885375494,1.4747188422410087
1086,1.742951438848921,1.5242937450722733,1.2096728057553956,1.1013875424139603,0.6615080738177624,0.9101516938519448,1.0301607486631015,1.4392628571428572,1.474696837944664,1.5500768018340738
1087,1.7743241007194244,1.5325617345597897,1.2066805755395684,1.0982797867183713,0.6097591695501731,0.9069831869510665,1.01032064171123,1.4268805714285715,1.4938549407114623,1.5583963748388021
1088,1.8197082733812948,1.556125308804205,1.2031043884892088,1.101831071255453,0.6252716262975778,0.9128072772898368,0.9986544385026738,1.4199599999999999,1.502705928853755,1.5674466542484595
1089,1.8847728417266187,1.5858316162943495,1.2607325899280575,1.1197507028599127,0.6493098039215686,0.9108190715181933,0.9862562566844919,1.4035771428571429,1.5365940711462451,1.6326265367531165
1090,2.060838489208633,1.6477484625492773,1.3173106474820144,1.1437496364517692,0.7080798154555941,0.924952321204517,0.9689027807486631,1.370884,1.534274703557312,1.6363896260209199
1091,2.1638802158273385,1.7309240210249672,1.3989305755395685,1.1613889481337858,0.8137072664359861,0.8868273525721455,0.9470422459893049,1.3037462857142856,1.5442422924901187,1.6916173950422697
